Tweet,Label
"Hai, Kak. Maaf ya :(. Apabila yang dimaksud adalah kendala jaringan internet, apa Kakak sudah coba refresh jaringan dengan cara OFF-ON data service? Jika tetap sama, yuk infokan, Tanggal kejadian, No lain yg berkendala sama via DM ya. Trims :) -Zabo",BukanSarkas
"Emng gk ada kuota dn itu numpang hotspot d HP samsung lama, dimana jaringan nya naudzubillah ",BukanSarkas
"udaaah, ribet nya tuh kemaren jaringan aku loading malesin",BukanSarkas
ternyata tdi paketan w abis bukan jaringan ny yg jlk,BukanSarkas
"okee, berarti bener jaringan akunya lg gabgus",BukanSarkas
"Udh 4 hari masih begini aja, teknisi yg kesini juga nggak bisa apa2 krn tindak lanjut penggantian jaringan dari telkom belum ada.",BukanSarkas
barusan aku coba ga lemot sama sekali. kayanya krn jaringan deh,BukanSarkas
"Cuma lemot sih, ini aja gabisa masuk, udah dicoba pake web juga tetap gabisa padahal jaringan bagus",BukanSarkas
pdhl jaringan gue lancar2 aja,BukanSarkas
gatau dosennya tp jaringan di padang gt kak skskks,BukanSarkas
TERHAMBAT MASALAH JARINGAN ADALAH MASALAH YANG DITIMBULAKN KALAU KALIAN PAKAI TRI,BukanSarkas
"kan ga lucu lagi lapor darurat, ga ada jaringan atau kuota abis wkwk",BukanSarkas
"Gausah banyak komen lah, jaringan butut tapi maksa konsumen terikat kontrak 1 tahun",BukanSarkas
"Luar jaringan, offline",BukanSarkas
Kasian dikerjain jaringan,BukanSarkas
"setuju banget kak, jaringan indihome emang lancar tanpa hambatan, pas banget buat kakak yg suka main games, klo aku happy pas klo lagi nonton youtube lancar jaya tanpa buffering  hihihi",BukanSarkas
Inilah yang dinamakan dengan tidak direstui chatting oleh jaringan,BukanSarkas
"aku biasanya gara2 koneksi ga stabil si, coba aja pencet2 terus. cendol sensi bgt hrs internet jaringan kuat ",BukanSarkas
"Semua saran sudah kami kerjakan kecuali ganti jaringan krn kami ISP yg punya jaringan sendiri di ktr. Sampai Kamis pagi ini, sudah seminggu lebih, masalah belum teratasi.",BukanSarkas
"Kak Archers, maaf banget ya jadi mengganggu aktivitasnya. Koneksi internet dengan nomor tiket IN 10 89 37 89 4, akan dibantu perbaikan dari sisi sentral jaringan terlebih dahulu. Kami upayakan... https://myih.ch/t/89dHL46",BukanSarkas
"Jaringan kayaknya aman aman aja sih, aspek laptopnya ngaruh gak ya",BukanSarkas
"Jaringan ngadat dek, maklum ya.",BukanSarkas
Tapi lama gituuuuu apa jaringan aku kali ya wkwk,BukanSarkas
"Selamat pagi, Kak Hono. Nina cek jaringan Kakak pada sistem kami terpantau normal. Perihal jaringannya yang kurang maksimal di lokasi Kakak, Nina bantu refresh dari sistem terlebih dahulu. Mohon... https://myih.ch/t/89fmR00",BukanSarkas
"Hai, Kak Jamilatul. Mohon maaf jadi buat tidak nyaman. Perihal akses internet Kakak yang kurang stabil, sebagai langkah awal sudah Triani bantu refresh jaringan melalui sistem Kak yang menyebabkan... https://myih.ch/t/89osS56",BukanSarkas
ini lagi emosi sama jaringan indihomo,BukanSarkas
Lemott padahal jaringan penuh,BukanSarkas
Mau kak kk robot indihome hari apa perbaikan jaringan kok beberpa hari ini wifi terhubung tpi internet tidak ada,BukanSarkas
"Siang, Kak Wie. Maaf ya untuk kendala internet lambatnya, apa sudah dicoba refresh jaringan dengan cara OFF-kan data service beberapa saat, kemudian ON-kan kembali? (1/2)",BukanSarkas
"Heran yaa sekarang makin kesini jaringan telkomsel jelek parah,,, ",BukanSarkas
"nder tiap device pake jaringan yg beda yaa, biar ga dikira bot",BukanSarkas
"Halo admin @triindonesia, apakah hari ini jaringan tri gangguan? Karena internet kartu tri saya sama sekali ga bisa digunakan. Fyi, karena kartunya kartu lama jd masih menggunakan jaringan 3G. Makasih.",BukanSarkas
Yaaah gabisa nyalahin jaringan deh,BukanSarkas
Hiksd iya jaringan ternyata,BukanSarkas
"Kesel bgt yah 
Main pagi ketemu grade card gede
Main malem ketemu jaringan busuk",BukanSarkas
"Nah iya jir, kukira jaringan",BukanSarkas
Iyaa pas aku buka ig kok di refresh gabisa dikira jaringan akunya jelekk,BukanSarkas
kirain jaringan ku…,BukanSarkas
"Ih bener, kirain jaringan akika bermasalah",BukanSarkas
"coba di refresh nder, kyknya itu krn jaringan",BukanSarkas
Kok aku aman aja mba sama telkomsel. Apa tempt tinggal mempengaruhi jaringan ya,BukanSarkas
"iya.. ampe marah"" cobak nyalahin jaringan.. eh ternyata",BukanSarkas
"Gw kira jaringan ilang, padahal lg stalk org ",BukanSarkas
sumpah kirain jaringan aku yg elek,BukanSarkas
Sudah sering DM tapi tdk ada perkembangan pelayanan jaringan XL di waingapu,BukanSarkas
"Oh pantesan cha, kirain masalah jaringan tapi yg lainnya bisa. Thank you cha ",BukanSarkas
Pantes kirain jaringan aku jelek. Hatur nuhun infonya,BukanSarkas
"kirain jaringan ku aja yang jelek eh ternyata ig lagi down:""",BukanSarkas
Uda nyalahin org rumah wifi kira emng ga bisa jaringan gw anjir malu ga tuh ,BukanSarkas
Pantes dri tdi mau upload fto gbisa kiarin jaringan gw bermasalah,BukanSarkas
"Mohon maaf atas ketidaknyamanannya ya Kak Fani, terkait kendala yang Kakak alami mohon kesediaan Kakak untuk konfirmasi kepada pihak Flip karena pada sisi jaringan kami tidak mengalami kendala ya Kak. Terima kasih -Siska",BukanSarkas
Sama sampe aku ganti jaringan aku cek kuota ku msih ada ternyata bkn aku doang,BukanSarkas
Indihome telkomsel semua jaringan emang lagi sama2 rewel,BukanSarkas
iyaa kek gaada koneksi jaringan gtu cenah,BukanSarkas
yakan kek gaada jaringan gtu cenah,BukanSarkas
Kirain jaringan ku yg ga bagus,BukanSarkas
Kabar baiknya saat ini jaringan Smartfren normal ya Sobat Smartfren :) mimin bantuin ya biar bisa menikmati stabilnya jaringan Smartfren. Boleh infokan nomor dan lokasi lengkap berkendala di agar mimin bantu carikan solusinya ya kak. Terima kasih-Veby,BukanSarkas
"jaringan First media modem/router Cisco selalu mengalami gangguan jangkauan jaringan, Yang seharusnya Jangkauan jaringan bisa sampai ke ruang tamu ini jadi tidak sampai dan sering terputus padahal jarak modem dengan ruang tamu sangat dekat",BukanSarkas
"bener, kirain jaringan gue yang jelek. ya walaupun td jaringannya bagus sie",BukanSarkas
Aku kira jaringan wifi yang gangguan,BukanSarkas
kirain jaringan aku,BukanSarkas
Kukira jaringan aku yg lelet,BukanSarkas
"Saya ga butuh minta maaf, saya butuhnya kepastian kapan jaringannya bisa dipakai. Saya gabisa kerja heyy. Ente mau tgg jwb kalo karir saya rusak grgr jaringan provider enteee! ",BukanSarkas
iya mana jaringan nya bolot jg ,BukanSarkas
"Kayaknya jaringan gw lemot tadi.
Tapi udah gw kirim paket buat elu",BukanSarkas
samaa kirain jaringan gw yg jelek,BukanSarkas
"OALAA IYAA TADI PAGI AKU GITUU, kirain jaringan aku yg eror",BukanSarkas
"Selamat Siang First People, mhn maaf atas ketidaknyamanannya. Saat ini ada gangguan kualitas signal jaringan yg menyebabkan internet on-off dan sdg diupayakan perbaikan secepatnya. Info update status jaringan dapat dicek di http://cek.firstmedia.com. Tks ^Yos",BukanSarkas
Kirain jaringan ku yg bermasalah,BukanSarkas
"Oh pantesan, kirain knp jaringan aku ",BukanSarkas
Eh serius dek? Kukira jaringan aku yg lelett ,BukanSarkas
Jaringan kali ya? Ga tau juga sih,BukanSarkas
Pantesan kirain jaringan yg error,BukanSarkas
iya ;( katanya jaringan ku jelek padahal buka twitter lancar2 aja,BukanSarkas
Iya anj gua daritadi ngedumel mulu bilang jaringan indihome jelek,BukanSarkas
"Iya kak gabisa update story,login ulang gabisa pdhl jaringan stabil",BukanSarkas
Jaringan gw juga jelek,BukanSarkas
"oke deh, gw kira jaringan gw masalah",BukanSarkas
iih iya bgt pliss pdhal jaringan kenceng,Sarkasme
Lah gue kira jaringan gue yg eror ternyata emg lagi down coba kasih motivasi,BukanSarkas
"Iya gak bisa buka, jaringan kayaknya",BukanSarkas
gue fikir jaringan hp gue aja fan ternyata semua ya,BukanSarkas
"Huh bener kan pada error, kirain jaringan juga wkwk",BukanSarkas
Iya ih error gue kira jaringan gue yg lemot,BukanSarkas
"pantes, aku kira gara gara jaringan",BukanSarkas
"Ih iyaa, kirain jaringan ku jelek",BukanSarkas
Kirain jaringan w yg jelek,BukanSarkas
ih iyakan anjir gue kira jaringan gueeee,BukanSarkas
Kiraiin jaringan gua doang yg bapuk,BukanSarkas
Ihh iya padahal jaringan lancar,BukanSarkas
Pantas aj aku pikir jaringan ku yg eror,BukanSarkas
"Ga semangat, jaringan lemot",BukanSarkas
Mantapp...  Mkin mmprluas jaringan,BukanSarkas
YAALLAH JARINGAN BURIQ AMAT YEE ,BukanSarkas
iya kyk lg ga ada jaringan dahal ada,BukanSarkas
"Iyya, soalnya jaringan di daerah gw mengandung emosi",BukanSarkas
"bukaan, pake wifi lokal tp sama aja jelek jaringan ",BukanSarkas
"Super banget kan Kak :), Smartfren emang paling D'best deh masalah jaringan dan kuota. yuk gunakan terus Smartfrennya :) Terima kasih sobat setia Smartfren. Rendi",BukanSarkas
"aku iyaaa, katanya ga bisa memulai ulang kabar beranda padahal jaringan lumayann. ada juga yang gabisa kirim dm",BukanSarkas
Lu pernah ga sih marah banget sama jaringan tapi lu tetap sabar dan ikhlas,BukanSarkas
Moga jaringan nya udah betol,Sarkasme
"Muncul ""tidak dapat memuat ulang kabar beranda"" padahal jaringan bagus",BukanSarkas
"Klo pake Smartfren dijamin ga bakal bosen lagi deh, dengan jaringan internet super cepat dari smartfren makin puas aksesnya. Yuk gunakan terus Smartfrennya :) Terima kasih sobat setia Smartfren. Rendi",BukanSarkas
udah lihat jaringan? kemarin aku sempet eror juga terus pas cek jaringan udah normal lagi,BukanSarkas
"engga kak, jaringan apa gmn tu ",BukanSarkas
"bgus kok kk jaringan d tmpt ku, malah ke wifi d rmh :""(",BukanSarkas
Kalau jaringan down gk deh... Gk bisa hidup tanpa internet ,BukanSarkas
"iya, kek ngga ada jaringan. Pdhl mah lancar"" aja jaringannya",BukanSarkas
"sama, kirain jaringan jelek",BukanSarkas
"Jaringan bagus kok, tapi ini udah bisa lagi si, kayanya habis di perbaharui deh",BukanSarkas
"twt aku baik² ajaa niii
atau jaringan?",BukanSarkas
"lah w kira jaringan w bapuk, kirim dm ke u pantesan sending mulu",BukanSarkas
iyaaa sama mau liat story org memuat muluk pdhl jaringan wifi oke2 aj,BukanSarkas
"Gimana jaringan telkomsel di tempat lu aja, Bay. Mau alat apapun kalo jaringan jelek, crowded atau jauh dari BTS ya susah",BukanSarkas
hebat ya di situ ada jaringan biznet.,BukanSarkas
Kirain jaringan jelek pas buka ig. tp kok buka yg lain lancar2 aja :'),BukanSarkas
dongo bgt ashu niatnya mau ngalah biar dia jalan duluan malah kek org bego jaringan 3G anj,BukanSarkas
eh sama bhkan yg mod juga kukirain jaringan ku loh,BukanSarkas
Oh gk guenya aja yg jaringan lemot oalahh,BukanSarkas
Budal looo.. Nang kene jaringan wes cukup enek kok.,Sarkasme
Iyaa ih aku pikir gangguan krn jaringan disini ujan mulu abisnya :((,BukanSarkas
ngecek jaringan ,BukanSarkas
Tak kirain jaringan internet nya yg error,BukanSarkas
Ada 1 lagi.  Lumayan:') +jaringan juga harus kenceng suka ngeleg,BukanSarkas
"Wkwkwk lagian ngapain lapor jaringan di situ, orang Thailand juga ga pada ngarti",BukanSarkas
"kalo ane, matiin trus idupin lagi jaringan internet",BukanSarkas
Lemot bgt ini jaringan kyk @UG01WINTER,BukanSarkas
"Krn perbaikan jaringan ya, tp ngga prnh tuntas ya jaringan yg diperbaiki..Seminggu bisa bbrp kali gangguan..Kira2 bakal ada perbaikan lagi kapan?",BukanSarkas
"kirain jaringan gue yg bermasalah, trnyata emg lg down..",BukanSarkas
Aku kira jaringan disini bermasalah lagi ,BukanSarkas
"oalahh, pantesan udah gonta ganti jaringan tetep ajaa",BukanSarkas
"Iye wkwk,  tapi data gue hilang makanya gak download ulang malas di tambah jaringan gue jelek",BukanSarkas
"Jaringan kang dodos susah mas, gaiso buat twitteran, nub",BukanSarkas
Jaringan mu bulukkkk kyuhe wkwkwkw,BukanSarkas
"SAMEE,pdhl jaringan internet fine” ajaa,",BukanSarkas
Jaringan mungkin,BukanSarkas
jaringan indihome ga jales bgt.,BukanSarkas
jaringan burik bangetttttt,BukanSarkas
@IndiHome halo kak. Wifi saya mengalami kerusakan jaringan. Udah di dm tp belum ada respon. Mohon ditindak lanjutin. Terimakasih,BukanSarkas
Jaringan masih slow,BukanSarkas
"@boy_cb76 Hai, Kak Boy. Maaf bgt ya terkait kendala jaringan internet, apa sudah coba refresh jaringan dengan cara OFF-ON data service? Jika tetap sama yuk infokan:No hp,tgl kejadian, lokasi ( kel,kec dan kota),No lain yg berkendala sama via DM ya Tks 😊 -Anpras",BukanSarkas
"@setiawanzamzam9 @Telkomsel @erdinhrr Kapan bagusnya ni jaringan telkomsel ,,,jengkellllllll!!!!",Sarkasme
"Mohon maaf @Telkomsel  , kenapa sebagai satu2nya penguasa jaringan di Larantuka, Flores timur, beberapa bulan belakangan suka putus nyambung. Padahal keterangan sinyalnya bagus full 4G.
Udh bayar mahal2 kok pelayanan sinyal seperti ini ya...  #telkomselindonesia",Sarkasme
"Jaringan @IndiHome selalu di hati, admin @IndiHomeCare selalu dinanti sehat sehat, semuanyaaa",Sarkasme
"@FirstMediaCares Gak usah DM. Bilang aja disini kalau gangguan!! Kalau sekali2 gangguan, kalo rutin, namanya KEBIASAAN!! Konsumen bayar utk layanan, kalau layanan ga bener, TANGGUNG JAWAB!!KERUGIAN KONSUMEN akibat PUTUS JARINGAN harusnya jadi TANGGUNGAN FirstMedia, bukan cuma ngurangin billing!!",BukanSarkas
ih jaringan ak lelet,BukanSarkas
"sialan, bentar lagi mau sekola jaringan masih 3g gajelassss",BukanSarkas
@linkaja sudah sekian menit nunggu tetep gini aja tampilannya. Padahal jaringan dibuka buat youtube tetep lancar jaya. Kenapa ya? https://t.co/w59Y7LG0tF,BukanSarkas
"@Telkomsel Sudah dicoba berulang kali, tetep sama, tetep kecepatan internet 0kbps. Apa tidak ada rencana untuk perbaikan jaringan?",BukanSarkas
"@schfess engga kok nder, mungkin di daerah sender emang jaringan sf kurang bagus",BukanSarkas
"@3CareIndonesia makasih min, tips jaringan tri biar komunikasi lebih lancar",Sarkasme
@IndiHomeCare Terimakasih juga indihome selalu memberikan jaringan terbaikkkkk🥰,Sarkasme
"@IndiHomeCare min jaringan lancar banget nih minn, mantappp makasih minnn 👍😍",BukanSarkas
"@FirstMediaCares min untuk perbaikan jaringan area sidodadi, candi, Sidoarjo akan selesai hari ini pukul 5.57 kah?",BukanSarkas
Haloo min @IndiHome @IndiHomeCare jaringan internet sy knp tdk terkoneksi ya? Dr smlm bermasalah trs . Mohon pengecekannya dong,BukanSarkas
"Setia apa jo jaringan payah skali,",BukanSarkas
@Masdar76 Andaikan saja semua jaringan internet lelet sudah pasti curhat.,BukanSarkas
"Amit2 pake @ask_AXIS ini,buka twitter aja berasa pake jaringan edge,padahal 4G.",BukanSarkas
ini smartpren emang lagi ada galat jaringan pa gimana dh,BukanSarkas
"@IndiHomeCare Y makasih
Masih dicoba :))
Coba deh kalian perbaikin sistem, makin hari makin meresahkan. Udh mau lebih dari 2minggu selalu jam segini gbsa dipake. 
Mana sering tba tba jaringan ilang. Tagihanku bulan ini jg dinaikin gatau kenapa.
Awas aja tgl 3 nanti klo betingkah y",Sarkasme
kebiasaan telkomsel dini hari kalo gak lemot ya hilang jaringan 🤦🏾‍♂🤦🏾‍♂🤦🏾‍♂,BukanSarkas
@Telkomsel  fuck laaaah jaringan makin hancur semenjak di gigit hiu,BukanSarkas
"telkomsel knp si, dr minggu kmrin ngajak gelud mulu jaringan nya😭😭 MAU NGIRIM TUGAS IHH😭😭😭",BukanSarkas
Tolonglah @Telkomsel jaringan disimalungun diperbaikin lagi soalnya susah kali untuk beberapa minggu ini.,BukanSarkas
idpel 11978857 sinyal kenceng tapi gaada jaringan terus juga lampu kayak lagi disko biasanya gak gini udah sejam gini terus @FirstMediaCares udah cabut power jg masi sama aja https://t.co/wplMlKCf0f,BukanSarkas
@IndiHomeCare ada rencana jaringan internet indihome bermasalah sampai kapan ?,Sarkasme
"Ini sinyal buat ngedit docs aja gak bisa 
Kemusuhan bgt sama jaringan kalo malem gini",BukanSarkas
@IndiHome jaringan saya hilang,BukanSarkas
"@smartfrenworld Ah perasaan jaringan makin kesini makin kacau tuh, turunin harga lagi ke awal, turunin gak, gua demo besilit silit nih",BukanSarkas
"ad tu yg paham soal jaringan, di cek nya, ee ternyata kabel utk ke rmh saya di putusin sama teknisi pemasangan jaringan baru kalian 
KAN ANJINK!! 
LUAR BIASA SKALI teknisi  @indihomepadang 
apa sperti itu cara kerja kalian dilapangan?!",Sarkasme
"cerita begini, di komplek saya ad pemasangan, langsung lost signal jam 1siang, trus kita tanya sama mrk, bg jaringan di rmh kita koq gk ada?! dg ketus mrk jwb, itu bkn kerja mrk, langsung ke teknisi, bayangkan dr jam 1siang kerja saya terbengkalai",BukanSarkas
Aduh jaringan im3,Sarkasme
@subbasepmf Jadi weh mending gak usah login daripada kesel gara2 jaringan. Wkwk,BukanSarkas
@FirstMediaCares Barusan saya dapet email gangguan jaringan. Tolong konfirmasi lagi,BukanSarkas
@Telkomsel min kenapa jaringan Telkomsel dijam segini suka hilang tiba-tiba :'),BukanSarkas
"@hyunjiniezation Jaringan kamu lagi ngga bagus, coba airplan mode",BukanSarkas
jaringan stop berulah,BukanSarkas
"@hyunjiniezation Jaringan kamu, refresh aja",BukanSarkas
@Telkomsel Jaringan sering terputus... gak ada angin gak ada hujan... parah,BukanSarkas
@TelkomIndonesia TOLONG PERBAIKI KUALITAS JARINGAN KALIAN DI KALIMANTAN TIMUR. KUALITAS JARINGAN DI PROVINSI KALIMANTAN TIMUR KHUSUSNYA DI KUTAI BARAT SANGAT BURUK SEKALI. TOLONG DI LAKSANAKAN,BukanSarkas
"@puturudy Paling mudah pak cari alasan jaringan jelek...he..he, pdhl kuliah online wes paling mudah, dibanding offline..yg mesti mandi dll.",BukanSarkas
"@ichatuduatiga Tapi kenapa kalo cuman kata kata ngga ada videonya bisa? Jaringan bagus kok, dari tadi loh udah beberapa kali gue ulang tetep aja",BukanSarkas
@valentinesgirlL Jaringan kali beb,BukanSarkas
Eh sumpah deh jaringan w kenapa,Sarkasme
@FirstMediaCares 11110622 kok jaringan wifi gaada yaaa.. dari jam 5 sore begini,BukanSarkas
ALLAHUAKBAR ISTIGHFAR SAMA JARINGAN,Sarkasme
"@bogorfess_ Mendingan 150k sebulan, walaupun uda di akhir² bulan jaringan tetep lancar jaya, mo pake abis 100gb jg ga lemot.",BukanSarkas
"@Telkomsel ini kenapa jaringan suka hilang2, internet macet2.",BukanSarkas
"@Telkomsel  jaringan jumping terus,kadang tidak ada internet padahal ada sinyal,mohon segera benahi",BukanSarkas
@missufe Jaringan ngilang hujannnn Makji😭😭😭😭😭😭😭,BukanSarkas
@Telkomsel Jaringan jumping terus,BukanSarkas
Jaringan lemot,BukanSarkas
Jaringan lemoot ketinggalan fast ga 😌,BukanSarkas
@pujoaryan @myXLCare Sama nih dari kemaren lemot juga jaringan XL,BukanSarkas
bismilah jaringan g rese,BukanSarkas
"jaringan brengshake, gue gabisa buka apa"" https://t.co/Um2nsy8rlA",BukanSarkas
"Senneng deh pake @IndiHomeCare 
Jaringan tanpa lelet, WFH jadi lancar. Makasih yah @IndiHomeCare 😘😘",BukanSarkas
"@convomf Udah pernah, seru sih tp bosen suka gaada jaringan",BukanSarkas
"Tabe ada pakai indihome? Kenapa jellek sekali jaringan nya akhir"" ini",BukanSarkas
Jelek banget sih jaringan pagi pagi 😠,BukanSarkas
Jaringan tsel sering bikin istighfar,Sarkasme
By.U ini pakai jaringan @smartfrencare ya min ? https://t.co/zOcyfZIR2s,BukanSarkas
lah kok lelet bgt jaringan...,BukanSarkas
"Min @triindonesia tolong punya saya jaringan tidak stabil, H+ naik turun hilang 😑",BukanSarkas
"Udah limit, jaringan lola bgt lagi, dahlah bikin ga mood pagi2 😩",BukanSarkas
Plis ini jaringan lemot bgt,BukanSarkas
"@3CareIndonesia Emang ini tips Berguna Syekaliii , bikin Jaringan Tri Tambah Ngebutttt",Sarkasme
@3CareIndonesia Kalau Pake Jaringan Tri Streaming Youtube 1080p Cepet banget!!!!,Sarkasme
"Ketika sudah mulai nyaman denganmu, kau buatku nyesek tak berdaya oh jaringan",BukanSarkas
ni jaringan kompak banget eror atau sengaja biar ak ga belajar😭😡🤬🤮,BukanSarkas
@FirstMediaCares Wowwww lebih dari 24jam dong internet eror gak ada jaringan kalo estimasinya ditgl 30. saya terima email katanya estimasi tgl 29 jam 00:09 sampe skrng minta kepastian eh diubah tgl jadi 30 capek deh udh tagihan naik gak seberapa sih tapi klo layanan semakin baik gpp lah ini,Sarkasme
#NadilaJKT48nembakBaladikaDiTolak jaringan provider hapemu lemot gak ?,BukanSarkas
Jaringan @Telkomsel makin lama makin payah. Switch character aja loading lama. https://t.co/i35gEdrpnL,BukanSarkas
Ni bedain jaringan aja lah kalo satu jaringan langsung mati dan keganggu cuman salah satu daerah doang yg bikin ulah,BukanSarkas
"Becanda kartu 3, tidak ada jaringan hampir 5 jam :)",BukanSarkas
"@bangaswi Hai Teman smartfren, pilihan yang tepat jika akses internetnya smartfren anti lelet :) Apalagi jaringan terluas dengan bonus kuota yang melimpah siapa lagi jagoannya kalau bukan smartfren providernya hihi :) Terima kasih -Didi",BukanSarkas
@haloakuecha Akupun tadi nontonnya gak bener karena jaringan :),BukanSarkas
@smartfrenworld Jaringan selalu lemot 😑,BukanSarkas
Karna jaringan jelek apa emang aplikasinya lemot gitu sih apk damri tu?,BukanSarkas
"@FirstMediaCares gimna nih masih aja tidak ada internet jaringan untuk wilayah pesanggrahan Jakarta selatan, haduh bsk UAS",BukanSarkas
"@rkansj Iyaa, aku tadi lagi nonton tiba2 berhenti terus katanya video has been deleted :( aku takutnya tadi jaringan aku aja yg bermasalah",BukanSarkas
@smartfrenworld anjing jaringan lu kek tai,Sarkasme
@ivoniezahra Pasti seru bgt nih nontonnya apalagi aksesnya pakai jaringan internet super cepat dari smartfren makin puas deh aksesnya. Yuk gunakan terus Smartfrennya :) Terima kasih teman setia Smartfren. Rendi,BukanSarkas
"Mau istighfar banyak banyak ngeliat jaringan bener bener ampas banget berapa hari :') nonton gabisa, streaming lelet, spotify loading lengkap banget",BukanSarkas
@3CareIndonesia di daerah Garut sekarang jaringan 3 hilang 😡😡,BukanSarkas
Capek lah jaringan mending bobok aja 😌,BukanSarkas
adhhh ini @ask_AXIS jaringannya ngilang2 mulu ini gue lagi begadang ngebut ngerjain tugas malah jaringan ilang,BukanSarkas
@triindonesia BAPUK SEKALI JARINGAN ANDA DARI JAM 9 MALEM. NGEMIS2 TETRING MALU AING WOYYYY! https://t.co/1FPOWBR2AY,Sarkasme
RT @aylavanessha: @3CareIndonesia tolong sinyal hilang. Bukan cuma data tapi semua jaringan tri tdk bisa di akses. Gimana ini?,BukanSarkas
@3CareIndonesia Lihat tri tdk ada jaringan. Saya pakai tsel utk akses data krn tri sama sekali tdk ada jaringan. https://t.co/MsEWmGIQRj,BukanSarkas
Hari ini enak banget cuacanya mendukung untuk berleha-leha tanpa pusing mikir jaringan ngelag HAHAHHAHA,Sarkasme
"pagi pagi dah mati lampu, w make kartu ikan takut gada jaringan 😔",BukanSarkas
Jaringan ngajak ribut moga nanti masih d wktu,BukanSarkas
Ayolah jaringan gobloo,BukanSarkas
"anjjng sopan, ilang jaringan pas mau uas begini?!",BukanSarkas
"@byu_id Tiap ujan jaringan internetnya bikin ngelus dada, ilang2an teroosssssssss",BukanSarkas
"@IndiHomeCare halo indihome, saya mendapat kendala stelah mereset indihome saya kok jaringan menjadi no internet, saya sudah menghidupkan dan mematikan kembali juga tidak berhasil, apakah jaringan sedang ada masalah.... Mohon bantuannya",BukanSarkas
Masa jaringan gue normal di jam segini-segin banget 😭,BukanSarkas
"Ya allah kuatkanlah hamba dengan jaringan ini, masih subuh lohh.",Sarkasme
Lagi sepi gini jaringan error mulu 😭,BukanSarkas
@IndiHomeCare tolong min ini jaringan tidak tersedia terus,BukanSarkas
gilak jam segini jaringan lagi cpt cpt nya,Sarkasme
@FirstMediaCares jaringan daerah jaksel-tangsel lagi gangguan atau gimana ini firtmedia?,BukanSarkas
PLIS WOI INI JARINGAN KNP SI BUSET DAH,Sarkasme
"@OfficialAnggain Syudahhhhhh bang, ini jaringan lemot banget jadi lambat dikit hehe",BukanSarkas
"@bukanjamtidur @dickhlendips astaga, jaringan nya jelek arkaaaa, yaudah tunggu di call lagi",BukanSarkas
JARINGAN BURUK @IndiHomeCare,BukanSarkas
@Telkomsel No telkomsel ku gk ada kendala. Jaringan di siantar ini aja kau bagusin anjeng. Kau kira beli kuota pake daun? Puki kau memang,BukanSarkas
@Telkomsel Kontol kau!!! Gk usah kau ajarin gitu udh ku buat anjeng!!! Ko bagusin aja jaringan di siantar ini babi kau,Sarkasme
@arxgoldtae Jaringan nya yang tobat,Sarkasme
Ini jaringan indosat kenapa ya anjrit daritadi gabisa😡,BukanSarkas
@Telkomsel daerah kotagede timur dalam ringroad sudah lama jaringan Telkomsel 4G+ naik turun tidak pernah setabil.. gmn nih.. berasa di pedalaman!!,BukanSarkas
XL PRIOritas... Bener bener prioritas... Disaat orang lain udah 4G/5G... Gw masih dapet Edge... Hebat... Mantap... Saya suka ketika menjadi prioritas di jaringan khusus Edge nya XL... Terasa di prioritaskan oleh XL karena disuruh tidur biar besok gak telat masuk kantor... https://t.co/QG2bkElhwH,Sarkasme
@triindonesia min udah ada jaringan 5G ?,BukanSarkas
"cuma @IndosatOoredoo @IM3Ooredoo beli kuota internet tapi gak termasuk jaringan internet nya... hadeh..
kapok lah tiap komplain jawabnya cuma di followup doank.. cek dm.. 
aduan pelanggan kayaknya mending langsung ke @YLKI_ID itu pun kalo di tanggepi.. 😒😒",BukanSarkas
Waw tumben jaringan lancar poll,Sarkasme
@FirstMediaCares Tidak ada jaringan min dari jam 12 offline,BukanSarkas
jaringan gue yaAllah ngelag mulu ngetwt drkmrn gak masuk masuk,BukanSarkas
@FirstMediaCares min jaringan di rumah saya lemot sekali,BukanSarkas
Knpasiii dijam jam segini jaringan suka bagus bgt!!!,Sarkasme
@f1speed_indo Ah sial jaringan malah down ni wifi,BukanSarkas
Jaringan gua lg jelek kayaknya. Coba di telfon nyambung ga?,BukanSarkas
mo nangis jaringan disini knp jelek bgt,BukanSarkas
"@myXL Busuk bangetsi jaringannya 3G mulu, tolong dong diperbaiki jaringan daerah Bintaro, telfon Call Center juga hasilnya nihil",BukanSarkas
"@3CareIndonesia hai min..ini jaringan di samarinda dah 2 hari bapuk bgt ya? Jangan suruh on/off airplane ama restart hp..ganti APN udah, tetep aja gak di modem, gak di hp😢",BukanSarkas
@IndosatCare min.. kenapa ya ko Indosat ga ada jaringan terus padahal baru perpanjang paket. Apa memang lagi ada kendala jaringan ??,BukanSarkas
"sedih bgt anjing gue gabisa scroll tl gabisa liat foto gabisa buka notif, jaringan bangsat 🥲",BukanSarkas
indihomo jaringan lu jeleeeek bgtt 🅰️🅰️🅰️,BukanSarkas
antara web nya yg emng lemot apa jaringan gua sii wkwkwk,Sarkasme
"@anotherfrl gajadi deh, nunggu entar ada jaringan",BukanSarkas
@FirstMediaCares Min jaringan internet di rumah saya mati. Kenapa ya?,BukanSarkas
jaringan gajetot,BukanSarkas
"@IndiHomeCare Seneng bgt pake IndiHome, jaringan lancar walaupun tinggal di pelosok 😍",Sarkasme
